taxonKey,class,classKey,kingdom,kingdomKey
5289643,Liliopsida,196,Plantae,6
3029912,Magnoliopsida,220,Plantae,6
9177060,Liliopsida,196,Plantae,6
2705972,Liliopsida,196,Plantae,6
3133446,Magnoliopsida,220,Plantae,6
3083920,Magnoliopsida,220,Plantae,6
1932752,Insecta,216,Animalia,1
3190411,Magnoliopsida,220,Plantae,6
7267630,Magnoliopsida,220,Plantae,6
5371772,Magnoliopsida,220,Plantae,6
3034002,Magnoliopsida,220,Plantae,6
4046493,Polypodiopsida,7228684,Plantae,6
2498065,Aves,212,Animalia,1
2516117,Pucciniomycetes,270,Fungi,5
3172348,Magnoliopsida,220,Plantae,6
2716838,Liliopsida,196,Plantae,6
2049296,Insecta,216,Animalia,1
5376309,Magnoliopsida,220,Plantae,6
5533814,Magnoliopsida,220,Plantae,6
1885213,Insecta,216,Animalia,1
5331238,Magnoliopsida,220,Plantae,6
6161327,Squamata,11592253,Animalia,1
8288930,Magnoliopsida,220,Plantae,6
2498335,Aves,212,Animalia,1
2498393,Aves,212,Animalia,1
4033335,Magnoliopsida,220,Plantae,6
5232432,Aves,212,Animalia,1
5361841,Magnoliopsida,220,Plantae,6
5414551,Magnoliopsida,220,Plantae,6
7291643,Magnoliopsida,220,Plantae,6
1031742,Insecta,216,Animalia,1
2888553,Magnoliopsida,220,Plantae,6
3050364,Magnoliopsida,220,Plantae,6
5406735,Magnoliopsida,220,Plantae,6
2049512,Insecta,216,Animalia,1
2728060,Liliopsida,196,Plantae,6
2865524,Liliopsida,196,Plantae,6
2704394,Liliopsida,196,Plantae,6
5220435,Testudines,11418114,Animalia,1
4286942,NA,NA,Animalia,1
2984306,Magnoliopsida,220,Plantae,6
5774728,Arachnida,367,Animalia,1
3129064,Magnoliopsida,220,Plantae,6
3054352,Magnoliopsida,220,Plantae,6
4559541,Bivalvia,137,Animalia,1
2888706,Magnoliopsida,220,Plantae,6
2475648,Aves,212,Animalia,1
2882753,Magnoliopsida,220,Plantae,6
4121791,Liliopsida,196,Plantae,6
2985986,Magnoliopsida,220,Plantae,6
4497124,Insecta,216,Animalia,1
5414550,Magnoliopsida,220,Plantae,6
2064632,Insecta,216,Animalia,1
3152521,Magnoliopsida,220,Plantae,6
1421105,Insecta,216,Animalia,1
6027176,Magnoliopsida,220,Plantae,6
2479498,Aves,212,Animalia,1
8265082,Insecta,216,Animalia,1
4427283,Insecta,216,Animalia,1
7699567,Leotiomycetes,179,Fungi,5
2926066,Magnoliopsida,220,Plantae,6
4487598,Insecta,216,Animalia,1
5584240,Magnoliopsida,220,Plantae,6
6374790,Magnoliopsida,220,Plantae,6
2047706,Insecta,216,Animalia,1
2340989,NA,NA,Animalia,1
4565061,Gastropoda,225,Animalia,1
5414991,Magnoliopsida,220,Plantae,6
4401285,Insecta,216,Animalia,1
5298675,Liliopsida,196,Plantae,6
5371699,Magnoliopsida,220,Plantae,6
5363627,Magnoliopsida,220,Plantae,6
3128888,Magnoliopsida,220,Plantae,6
3172613,Magnoliopsida,220,Plantae,6
6300805,Magnoliopsida,220,Plantae,6
6409706,Magnoliopsida,220,Plantae,6
2493618,Aves,212,Animalia,1
4938160,Magnoliopsida,220,Plantae,6
5189713,Gastropoda,225,Animalia,1
2890651,Magnoliopsida,220,Plantae,6
3088481,Magnoliopsida,220,Plantae,6
2925816,Magnoliopsida,220,Plantae,6
2773453,Liliopsida,196,Plantae,6
2720171,Liliopsida,196,Plantae,6
5392083,Magnoliopsida,220,Plantae,6
6363863,Magnoliopsida,220,Plantae,6
5228033,Aves,212,Animalia,1
5356704,Magnoliopsida,220,Plantae,6
6376216,Magnoliopsida,220,Plantae,6
4034001,Magnoliopsida,220,Plantae,6
8400045,Magnoliopsida,220,Plantae,6
5299675,Liliopsida,196,Plantae,6
7790614,Magnoliopsida,220,Plantae,6
5376565,Magnoliopsida,220,Plantae,6
3973636,Magnoliopsida,220,Plantae,6
5361762,Magnoliopsida,220,Plantae,6
4496869,Insecta,216,Animalia,1
7309012,Magnoliopsida,220,Plantae,6
2855825,Liliopsida,196,Plantae,6
2685552,Pinopsida,194,Plantae,6
2988354,Magnoliopsida,220,Plantae,6
5334227,Magnoliopsida,220,Plantae,6
5220170,Mammalia,359,Animalia,1
5328593,Liliopsida,196,Plantae,6
12187916,Magnoliopsida,220,Plantae,6
5152543,Insecta,216,Animalia,1
2458538,Squamata,11592253,Animalia,1
9350124,Squamata,11592253,Animalia,1
2753146,Liliopsida,196,Plantae,6
5295375,Liliopsida,196,Plantae,6
3147815,Magnoliopsida,220,Plantae,6
2294284,Gastropoda,225,Animalia,1
5329263,Liliopsida,196,Plantae,6
2805420,Liliopsida,196,Plantae,6
7958783,Magnoliopsida,220,Plantae,6
2465380,Squamata,11592253,Animalia,1
2888867,Magnoliopsida,220,Plantae,6
5341797,Magnoliopsida,220,Plantae,6
1866356,Insecta,216,Animalia,1
5403272,Magnoliopsida,220,Plantae,6
3118254,Magnoliopsida,220,Plantae,6
2963817,Magnoliopsida,220,Plantae,6
2720120,Liliopsida,196,Plantae,6
7855120,Magnoliopsida,220,Plantae,6
3082279,Magnoliopsida,220,Plantae,6
5371753,Magnoliopsida,220,Plantae,6
5354707,Magnoliopsida,220,Plantae,6
4484009,Insecta,216,Animalia,1
1652150,Insecta,216,Animalia,1
2882631,Magnoliopsida,220,Plantae,6
2219863,Malacostraca,229,Animalia,1
2205951,Malacostraca,229,Animalia,1
2928755,Magnoliopsida,220,Plantae,6
9022569,Squamata,11592253,Animalia,1
3921611,Magnoliopsida,220,Plantae,6
2717467,Liliopsida,196,Plantae,6
2295425,Gastropoda,225,Animalia,1
1998083,Insecta,216,Animalia,1
2598552,Dothideomycetes,183,Fungi,5
3136320,Magnoliopsida,220,Plantae,6
3083488,Magnoliopsida,220,Plantae,6
2684120,Pinopsida,194,Plantae,6
5290144,Liliopsida,196,Plantae,6
5298908,Liliopsida,196,Plantae,6
2873995,Magnoliopsida,220,Plantae,6
2927727,Magnoliopsida,220,Plantae,6
11007246,Magnoliopsida,220,Plantae,6
4470640,Insecta,216,Animalia,1
2007665,Insecta,216,Animalia,1
9776414,Insecta,216,Animalia,1
3754353,Magnoliopsida,220,Plantae,6
5690287,Magnoliopsida,220,Plantae,6
1995681,Insecta,216,Animalia,1
7987143,Insecta,216,Animalia,1
6063730,Magnoliopsida,220,Plantae,6
3120024,Magnoliopsida,220,Plantae,6
3052450,Magnoliopsida,220,Plantae,6
4939668,Magnoliopsida,220,Plantae,6
3189843,Magnoliopsida,220,Plantae,6
4293134,Insecta,216,Animalia,1
3089154,Magnoliopsida,220,Plantae,6
5569367,Magnoliopsida,220,Plantae,6
2868796,Liliopsida,196,Plantae,6
7681436,Magnoliopsida,220,Plantae,6
2701118,Liliopsida,196,Plantae,6
2943190,Magnoliopsida,220,Plantae,6
4285968,NA,NA,Animalia,1
2498329,Aves,212,Animalia,1
2965419,Magnoliopsida,220,Plantae,6
8338793,Magnoliopsida,220,Plantae,6
2965221,Magnoliopsida,220,Plantae,6
2702822,Liliopsida,196,Plantae,6
2705325,Liliopsida,196,Plantae,6
3088623,Magnoliopsida,220,Plantae,6
3170040,Magnoliopsida,220,Plantae,6
7270381,Magnoliopsida,220,Plantae,6
2888946,Magnoliopsida,220,Plantae,6
3188735,Magnoliopsida,220,Plantae,6
6436603,Magnoliopsida,220,Plantae,6
5285385,Pinopsida,194,Plantae,6
2928774,Magnoliopsida,220,Plantae,6
2701578,Liliopsida,196,Plantae,6
2701879,Liliopsida,196,Plantae,6
3039270,Magnoliopsida,220,Plantae,6
6132234,Insecta,216,Animalia,1
5392243,Magnoliopsida,220,Plantae,6
3040232,Magnoliopsida,220,Plantae,6
1873903,Insecta,216,Animalia,1
2515351,Pucciniomycetes,270,Fungi,5
2747489,Liliopsida,196,Plantae,6
3022668,Magnoliopsida,220,Plantae,6
2480446,Aves,212,Animalia,1
2474416,Aves,212,Animalia,1
5701337,Magnoliopsida,220,Plantae,6
2480764,Aves,212,Animalia,1
2971024,Magnoliopsida,220,Plantae,6
5232422,Aves,212,Animalia,1
2527401,Agaricomycetes,186,Fungi,5
9551728,Insecta,216,Animalia,1
2714656,Liliopsida,196,Plantae,6
3082297,Magnoliopsida,220,Plantae,6
3026049,Magnoliopsida,220,Plantae,6
2965485,Magnoliopsida,220,Plantae,6
2956441,Magnoliopsida,220,Plantae,6
2986022,Magnoliopsida,220,Plantae,6
2702058,Liliopsida,196,Plantae,6
3171954,Magnoliopsida,220,Plantae,6
2498161,Aves,212,Animalia,1
5354530,Magnoliopsida,220,Plantae,6
2889229,Magnoliopsida,220,Plantae,6
2951968,Magnoliopsida,220,Plantae,6
1995489,Insecta,216,Animalia,1
3003709,Magnoliopsida,220,Plantae,6
2947311,Magnoliopsida,220,Plantae,6
3678949,Magnoliopsida,220,Plantae,6
5303891,Liliopsida,196,Plantae,6
11921804,Magnoliopsida,220,Plantae,6
2925767,Magnoliopsida,220,Plantae,6
2975132,Magnoliopsida,220,Plantae,6
8346536,Magnoliopsida,220,Plantae,6
3092782,Magnoliopsida,220,Plantae,6
9235549,Aves,212,Animalia,1
2888982,Magnoliopsida,220,Plantae,6
2367742,NA,NA,Animalia,1
7902463,Magnoliopsida,220,Plantae,6
5414959,Magnoliopsida,220,Plantae,6
8060423,Magnoliopsida,220,Plantae,6
3940960,Magnoliopsida,220,Plantae,6
9685907,Aves,212,Animalia,1
4486382,Insecta,216,Animalia,1
5350466,Magnoliopsida,220,Plantae,6
2320810,Polychaeta,256,Animalia,1
2437397,Mammalia,359,Animalia,1
5289492,Liliopsida,196,Plantae,6
2164194,Arachnida,367,Animalia,1
2211599,Malacostraca,229,Animalia,1
2288926,Bivalvia,137,Animalia,1
2320998,Polychaeta,256,Animalia,1
2879520,Magnoliopsida,220,Plantae,6
5403541,Magnoliopsida,220,Plantae,6
8210972,Magnoliopsida,220,Plantae,6
2516809,Pucciniomycetes,270,Fungi,5
5152536,Insecta,216,Animalia,1
5406741,Magnoliopsida,220,Plantae,6
5073820,Insecta,216,Animalia,1
5384818,Magnoliopsida,220,Plantae,6
7791733,Bivalvia,137,Animalia,1
9592414,Liliopsida,196,Plantae,6
6100941,Aves,212,Animalia,1
8133114,Magnoliopsida,220,Plantae,6
2769766,Liliopsida,196,Plantae,6
3026035,Magnoliopsida,220,Plantae,6
5415463,Magnoliopsida,220,Plantae,6
2858909,Liliopsida,196,Plantae,6
8031875,Magnoliopsida,220,Plantae,6
3767816,Magnoliopsida,220,Plantae,6
2514552,Pucciniomycetes,270,Fungi,5
3119285,Magnoliopsida,220,Plantae,6
2703041,Liliopsida,196,Plantae,6
5334253,Magnoliopsida,220,Plantae,6
2703663,Liliopsida,196,Plantae,6
3036157,Magnoliopsida,220,Plantae,6
10953644,Magnoliopsida,220,Plantae,6
3026406,Magnoliopsida,220,Plantae,6
4423428,Insecta,216,Animalia,1
5384932,Magnoliopsida,220,Plantae,6
2307726,Clitellata,255,Animalia,1
3046765,Magnoliopsida,220,Plantae,6
2781103,Liliopsida,196,Plantae,6
2426640,Amphibia,131,Animalia,1
3064282,Magnoliopsida,220,Plantae,6
2701304,Liliopsida,196,Plantae,6
2706002,Liliopsida,196,Plantae,6
2888870,Magnoliopsida,220,Plantae,6
7547256,Malacostraca,229,Animalia,1
3090783,Magnoliopsida,220,Plantae,6
9440906,Magnoliopsida,220,Plantae,6
1830823,Insecta,216,Animalia,1
5289679,Liliopsida,196,Plantae,6
5359169,Magnoliopsida,220,Plantae,6
3114667,Magnoliopsida,220,Plantae,6
2480350,Aves,212,Animalia,1
2480454,Aves,212,Animalia,1
3667238,Magnoliopsida,220,Plantae,6
2974793,Magnoliopsida,220,Plantae,6
3050357,Magnoliopsida,220,Plantae,6
8042568,Magnoliopsida,220,Plantae,6
8350395,Magnoliopsida,220,Plantae,6
6159273,Squamata,11592253,Animalia,1
3034653,Magnoliopsida,220,Plantae,6
2479925,Aves,212,Animalia,1
5415054,Magnoliopsida,220,Plantae,6
4245384,Magnoliopsida,220,Plantae,6
1309635,Insecta,216,Animalia,1
3169169,Magnoliopsida,220,Plantae,6
5296218,Liliopsida,196,Plantae,6
3084611,Magnoliopsida,220,Plantae,6
5359395,Magnoliopsida,220,Plantae,6
3172099,Magnoliopsida,220,Plantae,6
4486297,Insecta,216,Animalia,1
3189835,Magnoliopsida,220,Plantae,6
3137829,Magnoliopsida,220,Plantae,6
3026454,Magnoliopsida,220,Plantae,6
2489075,Aves,212,Animalia,1
5361888,Magnoliopsida,220,Plantae,6
2866850,Liliopsida,196,Plantae,6
10578411,Polychaeta,256,Animalia,1
5341548,Magnoliopsida,220,Plantae,6
1521740,Insecta,216,Animalia,1
7520678,Gastropoda,225,Animalia,1
1309606,Insecta,216,Animalia,1
3033434,Magnoliopsida,220,Plantae,6
2718377,Liliopsida,196,Plantae,6
5299590,Liliopsida,196,Plantae,6
5353705,Magnoliopsida,220,Plantae,6
8898408,Testudines,11418114,Animalia,1
2498411,Aves,212,Animalia,1
5410661,Magnoliopsida,220,Plantae,6
2494070,Aves,212,Animalia,1
2874706,Magnoliopsida,220,Plantae,6
5275415,Polypodiopsida,7228684,Plantae,6
8116963,Magnoliopsida,220,Plantae,6
2474029,Aves,212,Animalia,1
6369819,Magnoliopsida,220,Plantae,6
8418338,Magnoliopsida,220,Plantae,6
5356662,Magnoliopsida,220,Plantae,6
7263145,Magnoliopsida,220,Plantae,6
5041466,Insecta,216,Animalia,1
4497180,Insecta,216,Animalia,1
5559837,Magnoliopsida,220,Plantae,6
4067281,Magnoliopsida,220,Plantae,6
4362965,Gastropoda,225,Animalia,1
3033289,Magnoliopsida,220,Plantae,6
5400552,Magnoliopsida,220,Plantae,6
2495190,Aves,212,Animalia,1
5275404,Polypodiopsida,7228684,Plantae,6
5290143,Liliopsida,196,Plantae,6
2705565,Liliopsida,196,Plantae,6
2987948,Magnoliopsida,220,Plantae,6
2479804,Aves,212,Animalia,1
7826351,Magnoliopsida,220,Plantae,6
2945513,Magnoliopsida,220,Plantae,6
5371655,Magnoliopsida,220,Plantae,6
2437282,Mammalia,359,Animalia,1
5777912,Gastropoda,225,Animalia,1
2927220,Magnoliopsida,220,Plantae,6
5371870,Magnoliopsida,220,Plantae,6
5219681,Mammalia,359,Animalia,1
3169391,Magnoliopsida,220,Plantae,6
3085420,Magnoliopsida,220,Plantae,6
6101224,Aves,212,Animalia,1
3026819,Magnoliopsida,220,Plantae,6
3172276,Magnoliopsida,220,Plantae,6
3033535,Magnoliopsida,220,Plantae,6
2475235,Aves,212,Animalia,1
4127352,Liliopsida,196,Plantae,6
3586046,Liliopsida,196,Plantae,6
8766638,Insecta,216,Animalia,1
2188249,Arachnida,367,Animalia,1
3189836,Magnoliopsida,220,Plantae,6
2350050,NA,NA,Animalia,1
1891245,Insecta,216,Animalia,1
3000406,Magnoliopsida,220,Plantae,6
1003567,Phylactolaemata,139,Animalia,1
2701612,Liliopsida,196,Plantae,6
2888310,Magnoliopsida,220,Plantae,6
1314773,Insecta,216,Animalia,1
2516419,Pucciniomycetes,270,Fungi,5
3121088,Magnoliopsida,220,Plantae,6
2975309,Magnoliopsida,220,Plantae,6
5375020,Magnoliopsida,220,Plantae,6
3025858,Magnoliopsida,220,Plantae,6
2855705,Liliopsida,196,Plantae,6
2974901,Magnoliopsida,220,Plantae,6
5392270,Magnoliopsida,220,Plantae,6
5297966,Liliopsida,196,Plantae,6
2762737,Liliopsida,196,Plantae,6
2480800,Aves,212,Animalia,1
6101223,Aves,212,Animalia,1
5333408,Magnoliopsida,220,Plantae,6
7172831,Magnoliopsida,220,Plantae,6
5377163,Magnoliopsida,220,Plantae,6
3104314,Magnoliopsida,220,Plantae,6
2928775,Magnoliopsida,220,Plantae,6
5356488,Magnoliopsida,220,Plantae,6
5104748,Insecta,216,Animalia,1
1111797,Insecta,216,Animalia,1
5371700,Magnoliopsida,220,Plantae,6
3104106,Magnoliopsida,220,Plantae,6
3693541,Magnoliopsida,220,Plantae,6
3666422,Magnoliopsida,220,Plantae,6
2720269,Liliopsida,196,Plantae,6
5414932,Magnoliopsida,220,Plantae,6
5285750,Pinopsida,194,Plantae,6
7881150,Liliopsida,196,Plantae,6
2929847,Magnoliopsida,220,Plantae,6
2427555,Amphibia,131,Animalia,1
2928668,Magnoliopsida,220,Plantae,6
2687182,Pinopsida,194,Plantae,6
3119185,Magnoliopsida,220,Plantae,6
5410480,Magnoliopsida,220,Plantae,6
5334275,Magnoliopsida,220,Plantae,6
3109117,Magnoliopsida,220,Plantae,6
2930222,Magnoliopsida,220,Plantae,6
3119225,Magnoliopsida,220,Plantae,6
2171214,Arachnida,367,Animalia,1
2722380,Liliopsida,196,Plantae,6
5864277,Malacostraca,229,Animalia,1
2296805,Gastropoda,225,Animalia,1
2994229,Magnoliopsida,220,Plantae,6
2204981,Malacostraca,229,Animalia,1
5275398,Polypodiopsida,7228684,Plantae,6
7564934,Magnoliopsida,220,Plantae,6
3113637,Magnoliopsida,220,Plantae,6
6159223,Squamata,11592253,Animalia,1
5376846,Magnoliopsida,220,Plantae,6
5376179,Magnoliopsida,220,Plantae,6
5538108,Magnoliopsida,220,Plantae,6
2932011,Magnoliopsida,220,Plantae,6
9382645,Magnoliopsida,220,Plantae,6
5641274,Magnoliopsida,220,Plantae,6
2172885,Arachnida,367,Animalia,1
3188884,Magnoliopsida,220,Plantae,6
5359099,Magnoliopsida,220,Plantae,6
2115706,Maxillopoda,203,Animalia,1
2956442,Magnoliopsida,220,Plantae,6
5362046,Magnoliopsida,220,Plantae,6
4206362,Magnoliopsida,220,Plantae,6
10800064,Liliopsida,196,Plantae,6
4488933,Insecta,216,Animalia,1
2965438,Magnoliopsida,220,Plantae,6
5229128,Aves,212,Animalia,1
2888948,Magnoliopsida,220,Plantae,6
3171946,Magnoliopsida,220,Plantae,6
5609719,Magnoliopsida,220,Plantae,6
3856436,Magnoliopsida,220,Plantae,6
3119206,Magnoliopsida,220,Plantae,6
2927001,Magnoliopsida,220,Plantae,6
3152493,Magnoliopsida,220,Plantae,6
5289624,Liliopsida,196,Plantae,6
3102871,Magnoliopsida,220,Plantae,6
2925530,Magnoliopsida,220,Plantae,6
5218823,Mammalia,359,Animalia,1
3190544,Magnoliopsida,220,Plantae,6
2928584,Magnoliopsida,220,Plantae,6
4486432,Insecta,216,Animalia,1
7277106,Magnoliopsida,220,Plantae,6
2266561,Hydrozoa,205,Animalia,1
7577557,Polychaeta,256,Animalia,1
3040255,Magnoliopsida,220,Plantae,6
4368880,Gastropoda,225,Animalia,1
3084837,Magnoliopsida,220,Plantae,6
3033318,Magnoliopsida,220,Plantae,6
2914754,Magnoliopsida,220,Plantae,6
7569075,Insecta,216,Animalia,1
3833284,Magnoliopsida,220,Plantae,6
3066112,Magnoliopsida,220,Plantae,6
6070732,Magnoliopsida,220,Plantae,6
7293094,Magnoliopsida,220,Plantae,6
2441461,Testudines,11418114,Animalia,1
3092083,Magnoliopsida,220,Plantae,6
9416124,Squamata,11592253,Animalia,1
5356862,Magnoliopsida,220,Plantae,6
2480181,Aves,212,Animalia,1
2703231,Liliopsida,196,Plantae,6
3151811,Magnoliopsida,220,Plantae,6
1551754,Insecta,216,Animalia,1
3026107,Magnoliopsida,220,Plantae,6
2091932,Insecta,216,Animalia,1
2402168,NA,NA,Animalia,1
3088282,Magnoliopsida,220,Plantae,6
1728965,Insecta,216,Animalia,1
2749791,Liliopsida,196,Plantae,6
2480445,Aves,212,Animalia,1
2989222,Magnoliopsida,220,Plantae,6
9629001,Magnoliopsida,220,Plantae,6
7339492,Magnoliopsida,220,Plantae,6
3114986,Magnoliopsida,220,Plantae,6
8207952,Magnoliopsida,220,Plantae,6
2308574,Clitellata,255,Animalia,1
9288935,Aves,212,Animalia,1
3033757,Magnoliopsida,220,Plantae,6
2498390,Aves,212,Animalia,1
1420857,Insecta,216,Animalia,1
2307929,Clitellata,255,Animalia,1
5229134,Aves,212,Animalia,1
5396551,Magnoliopsida,220,Plantae,6
2752849,Liliopsida,196,Plantae,6
3760099,Magnoliopsida,220,Plantae,6
6363496,Magnoliopsida,220,Plantae,6
2474942,Aves,212,Animalia,1
3147146,Magnoliopsida,220,Plantae,6
2287076,Bivalvia,137,Animalia,1
5208832,NA,NA,Animalia,1
8059430,Gastropoda,225,Animalia,1
10944522,Magnoliopsida,220,Plantae,6
2479851,Aves,212,Animalia,1
8577467,Magnoliopsida,220,Plantae,6
9228211,Testudines,11418114,Animalia,1
7384449,Gastropoda,225,Animalia,1
2874569,Magnoliopsida,220,Plantae,6
7262908,Magnoliopsida,220,Plantae,6
4139037,Liliopsida,196,Plantae,6
4067112,Magnoliopsida,220,Plantae,6
3084839,Magnoliopsida,220,Plantae,6
2479553,Aves,212,Animalia,1
3121668,Magnoliopsida,220,Plantae,6
2443079,Testudines,11418114,Animalia,1
5128034,Insecta,216,Animalia,1
1420846,Insecta,216,Animalia,1
3094253,Magnoliopsida,220,Plantae,6
2362473,NA,NA,Animalia,1
3120950,Magnoliopsida,220,Plantae,6
5284702,Pinopsida,194,Plantae,6
5959118,Aves,212,Animalia,1
7334631,Magnoliopsida,220,Plantae,6
7322122,Magnoliopsida,220,Plantae,6
2162525,Arachnida,367,Animalia,1
3189824,Magnoliopsida,220,Plantae,6
1829659,Insecta,216,Animalia,1
9429152,Magnoliopsida,220,Plantae,6
5376158,Magnoliopsida,220,Plantae,6
2340977,NA,NA,Animalia,1
6100996,Aves,212,Animalia,1
2495165,Aves,212,Animalia,1
4059971,Magnoliopsida,220,Plantae,6
2495134,Aves,212,Animalia,1
2489004,Aves,212,Animalia,1
2769622,Liliopsida,196,Plantae,6
5229136,Aves,212,Animalia,1
3044912,Magnoliopsida,220,Plantae,6
3085366,Magnoliopsida,220,Plantae,6
3039272,Magnoliopsida,220,Plantae,6
8305028,Magnoliopsida,220,Plantae,6
2434552,Mammalia,359,Animalia,1
3152519,Magnoliopsida,220,Plantae,6
5568322,Magnoliopsida,220,Plantae,6
5415053,Magnoliopsida,220,Plantae,6
7346090,Magnoliopsida,220,Plantae,6
2494097,Aves,212,Animalia,1
3340858,Agaricomycetes,186,Fungi,5
5844936,Aves,212,Animalia,1
6913023,Arachnida,367,Animalia,1
3025770,Magnoliopsida,220,Plantae,6
9450106,Aves,212,Animalia,1
2498288,Aves,212,Animalia,1
5403508,Magnoliopsida,220,Plantae,6
1119292,Insecta,216,Animalia,1
7294681,Magnoliopsida,220,Plantae,6
5333354,Magnoliopsida,220,Plantae,6
5341310,Magnoliopsida,220,Plantae,6
2718302,Liliopsida,196,Plantae,6
5365888,Magnoliopsida,220,Plantae,6
8356787,Magnoliopsida,220,Plantae,6
5376925,Magnoliopsida,220,Plantae,6
3070346,Magnoliopsida,220,Plantae,6
5359445,Magnoliopsida,220,Plantae,6
5241445,Agaricomycetes,186,Fungi,5
2489080,Aves,212,Animalia,1
2443133,Testudines,11418114,Animalia,1
5290069,Liliopsida,196,Plantae,6
2948921,Magnoliopsida,220,Plantae,6
3827980,Magnoliopsida,220,Plantae,6
3966627,Magnoliopsida,220,Plantae,6
5358913,Magnoliopsida,220,Plantae,6
2928534,Magnoliopsida,220,Plantae,6
2965280,Magnoliopsida,220,Plantae,6
2965299,Magnoliopsida,220,Plantae,6
3152264,Magnoliopsida,220,Plantae,6
3152268,Magnoliopsida,220,Plantae,6
3172647,Magnoliopsida,220,Plantae,6
3027791,Magnoliopsida,220,Plantae,6
2965434,Magnoliopsida,220,Plantae,6
5358774,Magnoliopsida,220,Plantae,6
5359345,Magnoliopsida,220,Plantae,6
2701564,Liliopsida,196,Plantae,6
5367214,Magnoliopsida,220,Plantae,6
5178052,Malacostraca,229,Animalia,1
6427785,Magnoliopsida,220,Plantae,6
7497356,Magnoliopsida,220,Plantae,6
3638793,Magnoliopsida,220,Plantae,6
2701831,Liliopsida,196,Plantae,6
4352332,Aves,212,Animalia,1
3025605,Magnoliopsida,220,Plantae,6
5855746,Bivalvia,137,Animalia,1
7334489,Magnoliopsida,220,Plantae,6
2932905,Magnoliopsida,220,Plantae,6
9480191,Aves,212,Animalia,1
2287668,Bivalvia,137,Animalia,1
2874680,Magnoliopsida,220,Plantae,6
3083718,Magnoliopsida,220,Plantae,6
8949622,Magnoliopsida,220,Plantae,6
5152721,Insecta,216,Animalia,1
3148589,Magnoliopsida,220,Plantae,6
5370829,Magnoliopsida,220,Plantae,6
2889010,Magnoliopsida,220,Plantae,6
2927303,Magnoliopsida,220,Plantae,6
3033107,Magnoliopsida,220,Plantae,6
7277286,Magnoliopsida,220,Plantae,6
3066993,Magnoliopsida,220,Plantae,6
2266009,Hydrozoa,205,Animalia,1
3100375,Magnoliopsida,220,Plantae,6
2480989,Aves,212,Animalia,1
3641853,Magnoliopsida,220,Plantae,6
2474162,Aves,212,Animalia,1
3916499,Magnoliopsida,220,Plantae,6
3189807,Magnoliopsida,220,Plantae,6
2489005,Aves,212,Animalia,1
2088481,Insecta,216,Animalia,1
5371610,Magnoliopsida,220,Plantae,6
5356892,Magnoliopsida,220,Plantae,6
5568442,Magnoliopsida,220,Plantae,6
3083935,Magnoliopsida,220,Plantae,6
3104150,Magnoliopsida,220,Plantae,6
2479720,Aves,212,Animalia,1
2128482,Arachnida,367,Animalia,1
3128091,Magnoliopsida,220,Plantae,6
5358912,Magnoliopsida,220,Plantae,6
2498007,Aves,212,Animalia,1
7925372,Magnoliopsida,220,Plantae,6
2493660,Aves,212,Animalia,1
2480786,Aves,212,Animalia,1
7372514,Magnoliopsida,220,Plantae,6
2874692,Magnoliopsida,220,Plantae,6
6068804,Liliopsida,196,Plantae,6
5607452,Magnoliopsida,220,Plantae,6
1910629,Insecta,216,Animalia,1
2492196,Aves,212,Animalia,1
3902360,Magnoliopsida,220,Plantae,6
7768495,Magnoliopsida,220,Plantae,6
8279669,Magnoliopsida,220,Plantae,6
2215949,Malacostraca,229,Animalia,1
7529533,Liliopsida,196,Plantae,6
5219380,Mammalia,359,Animalia,1
4926534,Magnoliopsida,220,Plantae,6
2479964,Aves,212,Animalia,1
2765221,Liliopsida,196,Plantae,6
2162049,Arachnida,367,Animalia,1
2778358,Liliopsida,196,Plantae,6
3006974,Magnoliopsida,220,Plantae,6
7100404,Magnoliopsida,220,Plantae,6
2498181,Aves,212,Animalia,1
5390611,Magnoliopsida,220,Plantae,6
2457522,Squamata,11592253,Animalia,1
5229110,Aves,212,Animalia,1
2996897,Magnoliopsida,220,Plantae,6
5366327,Magnoliopsida,220,Plantae,6
2431781,Amphibia,131,Animalia,1
5359499,Magnoliopsida,220,Plantae,6
2489071,Aves,212,Animalia,1
9228111,Magnoliopsida,220,Plantae,6
7293727,Magnoliopsida,220,Plantae,6
2916662,Magnoliopsida,220,Plantae,6
3172294,Magnoliopsida,220,Plantae,6
2772958,Liliopsida,196,Plantae,6
5411353,Magnoliopsida,220,Plantae,6
2379105,NA,NA,Animalia,1
3054366,Magnoliopsida,220,Plantae,6
2012132,Insecta,216,Animalia,1
2976091,Magnoliopsida,220,Plantae,6
3082270,Magnoliopsida,220,Plantae,6
5363613,Magnoliopsida,220,Plantae,6
2869301,Liliopsida,196,Plantae,6
4137839,Liliopsida,196,Plantae,6
2481915,Aves,212,Animalia,1
5221283,Squamata,11592253,Animalia,1
3146219,Magnoliopsida,220,Plantae,6
2495691,Aves,212,Animalia,1
9345027,Aves,212,Animalia,1
2049722,Insecta,216,Animalia,1
4938682,Pinopsida,194,Plantae,6
2926108,Magnoliopsida,220,Plantae,6
2706444,Liliopsida,196,Plantae,6
5300102,Liliopsida,196,Plantae,6
3112994,Magnoliopsida,220,Plantae,6
7303117,Magnoliopsida,220,Plantae,6
5384373,Magnoliopsida,220,Plantae,6
2049732,Insecta,216,Animalia,1
