srt,locationID,date_setup,date_retrieval,fyke_nr,species_code,lifeStage,biomass_g,svl_cm,sex,state,albino,species,nubKey,surface,lat_Y,long_X,gemeente,provincie,gewest,geometry,eventID,Jaar
2565-101,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,larve,0.5,2.2,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2565-102,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,larve,0.5,2.2,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2565-103,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,larve,0.5,2.2,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2565-104,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,larve,0.5,2.2,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2565-105,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,larve,0.5,2.2,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2565-106,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,larve,0.5,2.2,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2565-107,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,larve,0.5,2.2,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2565-108,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,larve,0.5,2.2,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2565-109,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,larve,0.5,2.2,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2565-110,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,larve,0.5,2.2,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2565-111,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,larve,0.5,2.2,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2565-112,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,larve,0.5,2.2,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2565-113,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,larve,0.5,2.2,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2957-1,p12e,2024-08-20T00:00:00Z,2024-08-21T00:00:00Z,SDSF_1,Xenlae,larve,0.5,2.2,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-20_2024-08-21,2024
3768-1,p12e,2025-08-12T00:00:00Z,2025-08-13T00:00:00Z,SDSF_4,Xenlae,larve,1,2.2,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-08-12_2025-08-13,2025
4332-1,p18c,2025-09-29T00:00:00Z,2025-09-30T00:00:00Z,SDSF_4,Xenlae,larve,3,2.2,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-09-29_2025-09-30,2025
4571-1,p18c,2025-10-09T00:00:00Z,2025-10-10T00:00:00Z,SDSF_3,Xenlae,larve,1,2.2,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-10-09_2025-10-10,2025
4697-1,p18c,2025-11-19T00:00:00Z,2025-11-20T00:00:00Z,SDSF_3,Xenlae,larve,2,2.2,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-19_2025-11-20,2025
140-1,p41a,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_1a,Xenlae,juvenile,2,2.2,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-04-03_2024-04-05,2024
172-1,p41a,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_1a,Xenlae,juvenile,NA,2.2,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-04-03_2024-04-05,2024
175-2,p41a,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_1a,Xenlae,juvenile,2,2.2,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-04-03_2024-04-05,2024
354-1,p41a,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_4a,Xenlae,juvenile,2,2.2,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-04-03_2024-04-05,2024
3875-1,p54,2025-08-28T00:00:00Z,2025-08-29T00:00:00Z,SDSF_4,Xenlae,juvenile,1,2.2,NA,alive,no,Xenopus laevis,5217334,,50.764718,2.76806,Heuvelland,West-Vlaanderen,flanders,"c(2.76806, 50.764718)",p54_2025-08-28_2025-08-29,2025
2562-1,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,larve,0.5,2.1,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2929-1,p12e,2024-08-19T00:00:00Z,2024-08-20T00:00:00Z,SDSF_3,Xenlae,larve,1,2.1,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-19_2024-08-20,2024
3702-1,p12e,2025-07-02T00:00:00Z,2025-07-03T00:00:00Z,SDSF_3,Xenlae,larve,1,2.1,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-07-02_2025-07-03,2025
4327-1,p18c,2025-09-29T00:00:00Z,2025-09-30T00:00:00Z,SDSF_3,Xenlae,larve,2,2.1,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-09-29_2025-09-30,2025
4706-1,p18c,2025-11-20T00:00:00Z,2025-11-21T00:00:00Z,SDSF_1,Xenlae,larve,3,2.1,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-20_2025-11-21,2025
3826-1,p54,2025-08-25T00:00:00Z,2025-08-26T00:00:00Z,SDSF_4,Xenlae,juvenile,1,2.1,NA,alive,no,Xenopus laevis,5217334,,50.764718,2.76806,Heuvelland,West-Vlaanderen,flanders,"c(2.76806, 50.764718)",p54_2025-08-25_2025-08-26,2025
3847-1,p54,2025-08-26T00:00:00Z,2025-08-27T00:00:00Z,SDSF_4,Xenlae,juvenile,1,2.1,NA,dead,no,Xenopus laevis,5217334,,50.764718,2.76806,Heuvelland,West-Vlaanderen,flanders,"c(2.76806, 50.764718)",p54_2025-08-26_2025-08-27,2025
3848-1,p54,2025-08-26T00:00:00Z,2025-08-27T00:00:00Z,SDSF_4,Xenlae,larve,1,2.1,NA,alive,no,Xenopus laevis,5217334,,50.764718,2.76806,Heuvelland,West-Vlaanderen,flanders,"c(2.76806, 50.764718)",p54_2025-08-26_2025-08-27,2025
2550-1,Fish passage,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_1,Xenlae,larve,0.5,2,NA,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-01_2024-08-02,2024
2916-1,p12e,2024-08-19T00:00:00Z,2024-08-20T00:00:00Z,SDSF_1,Xenlae,larve,2,2,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-19_2024-08-20,2024
2922-1,p12e,2024-08-19T00:00:00Z,2024-08-20T00:00:00Z,SDSF_2,Xenlae,larve,1,2,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-19_2024-08-20,2024
3700-1,p12e,2025-07-02T00:00:00Z,2025-07-03T00:00:00Z,SDSF_3,Xenlae,larve,1,2,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-07-02_2025-07-03,2025
3703-2,p12e,2025-07-02T00:00:00Z,2025-07-03T00:00:00Z,SDSF_3,Xenlae,larve,1,2,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-07-02_2025-07-03,2025
3715-1,p12e,2025-07-03T00:00:00Z,2025-07-04T00:00:00Z,SDSF_2,Xenlae,larve,2,2,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-07-03_2025-07-04,2025
4563-1,p18c,2025-10-08T00:00:00Z,2025-10-09T00:00:00Z,SDSF_5,Xenlae,larve,1,2,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-10-08_2025-10-09,2025
4699-1,p18c,2025-11-19T00:00:00Z,2025-11-20T00:00:00Z,SDSF_3,Xenlae,larve,1,2,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-19_2025-11-20,2025
4712-1,p18c,2025-11-20T00:00:00Z,2025-11-21T00:00:00Z,SDSF_3,Xenlae,larve,2,2,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-20_2025-11-21,2025
174-1,p41a,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_1a,Xenlae,juvenile,2,2,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-04-03_2024-04-05,2024
3824-1,p54,2025-08-25T00:00:00Z,2025-08-26T00:00:00Z,SDSF_4,Xenlae,juvenile,1,2,NA,alive,no,Xenopus laevis,5217334,,50.764718,2.76806,Heuvelland,West-Vlaanderen,flanders,"c(2.76806, 50.764718)",p54_2025-08-25_2025-08-26,2025
3825-1,p54,2025-08-25T00:00:00Z,2025-08-26T00:00:00Z,SDSF_4,Xenlae,larve,1,2,NA,alive,no,Xenopus laevis,5217334,,50.764718,2.76806,Heuvelland,West-Vlaanderen,flanders,"c(2.76806, 50.764718)",p54_2025-08-25_2025-08-26,2025
3846-1,p54,2025-08-26T00:00:00Z,2025-08-27T00:00:00Z,SDSF_4,Xenlae,juvenile,1,2,NA,alive,no,Xenopus laevis,5217334,,50.764718,2.76806,Heuvelland,West-Vlaanderen,flanders,"c(2.76806, 50.764718)",p54_2025-08-26_2025-08-27,2025
3861-1,p54,2025-08-27T00:00:00Z,2025-08-28T00:00:00Z,SDSF_4,Xenlae,juvenile,1,2,NA,alive,no,Xenopus laevis,5217334,,50.764718,2.76806,Heuvelland,West-Vlaanderen,flanders,"c(2.76806, 50.764718)",p54_2025-08-27_2025-08-28,2025
2430-1,p12e,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_3,Xenlae,larve,0.5,1.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-31_2024-08-01,2024
4700-1,p18c,2025-11-19T00:00:00Z,2025-11-20T00:00:00Z,SDSF_3,Xenlae,larve,1,1.9,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-19_2025-11-20,2025
4702-1,p18c,2025-11-19T00:00:00Z,2025-11-20T00:00:00Z,SDSF_4,Xenlae,larve,1,1.9,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-19_2025-11-20,2025
4707-1,p18c,2025-11-20T00:00:00Z,2025-11-21T00:00:00Z,SDSF_1,Xenlae,larve,1,1.9,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-20_2025-11-21,2025
2406-1,p12e,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_2,Xenlae,larve,0.5,1.8,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-31_2024-08-01,2024
4640-1,p18c,2025-10-22T00:00:00Z,2025-10-23T00:00:00Z,SDSF_4,Xenlae,larve,1,1.8,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-10-22_2025-10-23,2025
4679-1,p18c,2025-11-18T00:00:00Z,2025-11-19T00:00:00Z,SDSF_1,Xenlae,larve,1,1.8,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-18_2025-11-19,2025
4681-1,p18c,2025-11-18T00:00:00Z,2025-11-19T00:00:00Z,SDSF_2,Xenlae,larve,2,1.8,NA,dead,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-18_2025-11-19,2025
4698-1,p18c,2025-11-19T00:00:00Z,2025-11-20T00:00:00Z,SDSF_3,Xenlae,larve,1,1.8,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-19_2025-11-20,2025
4708-1,p18c,2025-11-20T00:00:00Z,2025-11-21T00:00:00Z,SDSF_1,Xenlae,larve,1,1.8,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-20_2025-11-21,2025
4714-1,p18c,2025-11-20T00:00:00Z,2025-11-21T00:00:00Z,SDSF_4,Xenlae,larve,1,1.8,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-20_2025-11-21,2025
4720-1,p18c,2025-11-20T00:00:00Z,2025-11-21T00:00:00Z,SDSF_5,Xenlae,larve,1,1.8,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-20_2025-11-21,2025
3701-1,p12e,2025-07-02T00:00:00Z,2025-07-03T00:00:00Z,SDSF_3,Xenlae,larve,1,1.7,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-07-02_2025-07-03,2025
3733-1,p12e,2025-07-22T00:00:00Z,2025-07-23T00:00:00Z,SDSF_4,Xenlae,larve,1,1.7,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-07-22_2025-07-23,2025
4693-1,p18c,2025-11-19T00:00:00Z,2025-11-20T00:00:00Z,SDSF_2,Xenlae,larve,1,1.7,NA,dead,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-19_2025-11-20,2025
4704-1,p18c,2025-11-19T00:00:00Z,2025-11-20T00:00:00Z,SDSF_4,Xenlae,larve,2,1.7,NA,dead,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-19_2025-11-20,2025
2789-1,p7b,2024-08-08T00:00:00Z,2024-08-09T00:00:00Z,SDSF_1,Xenlae,larve,1,1.7,NA,dead,no,Xenopus laevis,5217334,,50.758111,2.838278,Heuvelland,West-Vlaanderen,flanders,"c(2.838278, 50.758111)",p7b_2024-08-08_2024-08-09,2024
2444-1,p12e,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_4,Xenlae,larve,0.5,1.6,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-31_2024-08-01,2024
4480-1,p18c,2025-10-02T00:00:00Z,2025-10-03T00:00:00Z,SDSF_4,Xenlae,larve,1,1.6,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-10-02_2025-10-03,2025
4483-2,p18c,2025-10-02T00:00:00Z,2025-10-03T00:00:00Z,SDSF_4,Xenlae,larve,1,1.6,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-10-02_2025-10-03,2025
4553-1,p18c,2025-10-08T00:00:00Z,2025-10-09T00:00:00Z,SDSF_4,Xenlae,larve,1,1.6,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-10-08_2025-10-09,2025
4573-1,p18c,2025-10-09T00:00:00Z,2025-10-10T00:00:00Z,SDSF_3,Xenlae,larve,1,1.6,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-10-09_2025-10-10,2025
4691-1,p18c,2025-11-19T00:00:00Z,2025-11-20T00:00:00Z,SDSF_1,Xenlae,larve,1,1.6,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-19_2025-11-20,2025
4717-1,p18c,2025-11-20T00:00:00Z,2025-11-21T00:00:00Z,SDSF_4,Xenlae,larve,1,1.6,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-20_2025-11-21,2025
2549-1,Fish passage,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_1,Xenlae,larve,0.5,1.5,NA,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-01_2024-08-02,2024
4716-1,p18c,2025-11-20T00:00:00Z,2025-11-21T00:00:00Z,SDSF_4,Xenlae,larve,1,1.5,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-20_2025-11-21,2025
4718-2,p18c,2025-11-20T00:00:00Z,2025-11-21T00:00:00Z,SDSF_4,Xenlae,larve,1,1.5,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-11-20_2025-11-21,2025
4482-1,p18c,2025-10-02T00:00:00Z,2025-10-03T00:00:00Z,SDSF_4,Xenlae,larve,1,1.4,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-10-02_2025-10-03,2025
2828-1,p7b,2024-08-12T00:00:00Z,2024-08-13T00:00:00Z,SDSF_4,Xenlae,larve,1,1.4,NA,alive,no,Xenopus laevis,5217334,,50.758111,2.838278,Heuvelland,West-Vlaanderen,flanders,"c(2.838278, 50.758111)",p7b_2024-08-12_2024-08-13,2024
4572-1,p18c,2025-10-09T00:00:00Z,2025-10-10T00:00:00Z,SDSF_3,Xenlae,larve,1,1.3,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-10-09_2025-10-10,2025
4574-2,p18c,2025-10-09T00:00:00Z,2025-10-10T00:00:00Z,SDSF_3,Xenlae,larve,1,1.3,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-10-09_2025-10-10,2025
4575-3,p18c,2025-10-09T00:00:00Z,2025-10-10T00:00:00Z,SDSF_3,Xenlae,larve,1,1.3,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-10-09_2025-10-10,2025
4637-1,p18c,2025-10-22T00:00:00Z,2025-10-23T00:00:00Z,SDSF_3,Xenlae,larve,1,1.3,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-10-22_2025-10-23,2025
4576-1,p18c,2025-10-09T00:00:00Z,2025-10-10T00:00:00Z,SDSF_3,Xenlae,larve,1,1.2,NA,alive,no,Xenopus laevis,5217334,,50.769927,2.879769,Heuvelland,West-Vlaanderen,flanders,"c(2.879769, 50.769927)",p18c_2025-10-09_2025-10-10,2025
3732-1,p12e,2025-07-22T00:00:00Z,2025-07-23T00:00:00Z,SDSF_4,Xenlae,larve,1,1.1,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-07-22_2025-07-23,2025
3731-1,p12e,2025-07-22T00:00:00Z,2025-07-23T00:00:00Z,SDSF_4,Xenlae,larve,1,1,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-07-22_2025-07-23,2025
839-1,Fish passage,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_3,Xenlae,adult,67,NA,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-05-21_2024-05-22,2024
2487-1,Fish passage,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_3,Xenlae,subadult,44,NA,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-07-31_2024-08-01,2024
2108-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_2,Xenlae,larve,NA,NA,NA,dead,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2122-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_3,Xenlae,juvenile,32,NA,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2124-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_3,Xenlae,adult,51,NA,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2147-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_3,Xenlae,juvenile,30,NA,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2326-1,p12e,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_3,Xenlae,adult,55,NA,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-09_2024-07-10,2024
2327-1,p12e,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_3,Xenlae,juvenile,28,NA,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-09_2024-07-10,2024
2571-1,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_3,Xenlae,larve,0.5,NA,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2572-2,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_3,Xenlae,larve,0.5,NA,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
2573-3,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_3,Xenlae,larve,0.5,NA,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
